사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-06,2호선,0246,신설동,35,2,"1,245",291,"1,425","1,690","4,228","4,990","7,541","13,050","4,625","8,389","4,207","7,746","5,195","6,967","6,519","6,693","7,483","6,970","7,534","6,011","7,989","5,397","8,527","4,927","10,490","5,311","13,910","6,436","4,726","4,737","2,810","2,978","2,395","2,856","1,716","2,761",731,"2,127",67,683,0,115,0,1,0,0,2022-07-03 09:48:05
2022-06,2호선,0247,도림천,1,0,349,396,"1,184",909,"3,193","4,215","3,630","5,680","1,919","2,337","1,802","1,437","1,718","1,278","2,322","1,922","1,719","1,620","2,074","1,655","2,374","1,482","3,542","1,813","2,846","2,216","3,405","2,943","1,735","2,406",906,"1,583",799,"1,420",454,"1,006",152,812,37,228,0,4,0,0,0,0,2022-07-03 09:48:05
2022-06,2호선,0248,양천구청,14,0,"4,991",965,"11,210","2,146","32,090","5,306","30,206","10,146","17,385","4,936","11,605","4,549","10,234","5,123","10,496","6,506","9,368","7,385","8,292","8,396","7,272","10,603","8,255","12,804","9,140","17,772","9,106","27,016","4,197","23,235","3,021","13,302","2,488","13,045","2,054","11,440",697,"8,800",87,"2,340",0,36,0,0,0,0,2022-07-03 09:48:05
2022-06,2호선,0249,신정네거리,35,2,"8,343",925,"17,730","2,870","49,044","5,187","44,811","11,716","24,492","8,251","17,534","7,279","15,349","8,536","15,682","10,007","14,055","11,539","12,178","12,446","11,734","16,460","12,338","20,120","12,661","28,831","11,718","44,063","7,165","35,452","5,511","20,000","4,434","18,280","3,561","16,765","1,319","11,651",174,"2,668",0,147,0,0,0,0,2022-07-03 09:48:05
2022-06,2호선,0250,용두(동대문구청),41,2,"1,161",174,"1,649","1,067","4,983","2,454","8,889","5,612","4,538","3,403","3,652","3,004","3,667","3,190","3,818","3,069","3,746","3,491","3,810","3,711","3,890","4,120","4,336","3,947","4,470","4,446","5,299","7,458","2,493","5,376","1,520","2,717","1,436","2,834",741,"2,386",278,"1,668",55,451,0,9,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0309,지축,6,0,"2,510",822,"8,762","6,437","23,428","4,335","22,898","4,712","11,883","3,768","7,910","3,160","7,197","3,917","6,627","4,785","6,673","4,888","6,057","5,205","7,582","6,386","10,291","8,665","8,115","10,652","5,231","19,343","3,385","15,058","2,436","9,718","1,680","8,348","1,323","8,629",442,"4,147",1,16,1,3,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0310,구파발,99,2,"10,568","1,309","32,271","9,649","84,662","22,771","73,761","30,092","42,823","25,809","30,819","26,597","28,536","24,289","29,929","25,329","28,284","26,912","28,958","28,198","30,988","28,320","37,046","34,186","36,924","42,709","30,159","69,365","19,228","58,387","16,173","33,387","13,572","31,377","11,542","26,324","2,595","24,839",11,"5,522",0,8,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0311,연신내,303,17,"27,203","1,931","52,583","11,959","128,084","23,807","144,109","35,291","85,403","34,745","58,243","33,752","52,881","34,753","58,214","38,547","51,747","43,257","48,056","43,403","48,562","52,861","59,143","64,547","51,159","82,494","46,686","127,856","32,418","111,868","26,622","62,486","24,015","61,678","20,163","54,456","7,220","38,306",306,"5,772",1,6,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0312,불광,27,0,"9,359","1,182","19,247","6,164","50,637","11,143","58,072","31,862","33,993","29,248","24,868","24,015","23,478","22,920","24,494","25,212","25,057","28,328","24,687","26,541","26,169","28,575","28,015","32,659","29,634","38,748","29,628","55,556","17,102","44,799","13,945","27,269","11,066","24,202","7,850","21,548","2,705","14,541",12,602,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0313,녹번,62,1,"9,983",747,"26,504","3,924","69,220","7,568","72,935","17,698","42,540","11,089","27,124","9,436","21,866","10,522","21,931","12,114","20,024","13,127","17,195","15,058","16,297","18,264","17,178","25,986","18,077","34,393","19,645","56,669","9,463","48,040","7,368","28,937","6,119","25,958","4,405","24,274","1,360","16,287",7,154,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0314,홍제,78,0,"10,096","1,377","24,865","7,870","62,264","11,444","68,282","25,178","42,653","19,370","30,551","17,491","28,088","16,451","30,421","19,342","26,585","21,390","24,397","22,301","24,404","26,921","26,514","33,566","27,112","39,973","25,642","58,709","14,009","47,522","11,149","28,489","9,419","27,336","6,676","23,714","2,143","16,173",1,38,1,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0315,무악재,18,0,"1,837",344,"5,421","3,378","13,583","2,982","16,103","5,793","10,012","3,941","7,076","3,750","6,423","3,562","5,826","3,862","5,386","4,633","5,003","4,681","4,813","5,906","5,889","7,590","6,561","9,089","6,853","14,202","2,808","11,400","2,126","7,253","1,868","7,003","1,362","6,278",463,"4,365",2,13,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0316,독립문,136,3,"5,048",751,"6,103","5,144","14,911","14,255","17,637","20,134","13,910","16,403","12,549","14,164","11,925","11,246","13,559","11,014","12,847","11,519","13,195","10,861","14,056","11,492","16,282","12,759","15,394","14,044","15,288","15,820","8,001","12,586","5,730","8,237","4,910","7,559","3,181","7,092",997,"4,886",8,"4,536",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0317,경복궁(정부서울청사),81,0,"2,459","1,623","6,141","16,606","13,429","43,204","20,122","130,742","19,964","95,932","19,224","73,119","26,002","61,482","35,400","53,503","45,118","50,393","54,507","47,248","62,113","37,659","69,826","37,878","82,352","31,910","109,677","32,742","47,156","19,917","37,603","11,331","36,065","10,493","24,817","9,321","8,423","6,051",9,517,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0318,안국,32,0,"1,641","1,538","3,211","23,161","5,934","91,130","9,371","105,506","9,992","69,365","10,936","51,318","17,718","54,755","27,908","47,274","32,085","43,680","41,857","41,049","54,505","31,308","75,394","29,520","107,932","27,582","109,379","24,929","46,974","12,367","40,345","6,588","37,399","5,545","22,160","4,544","6,170","3,062",6,99,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0319,종로3가,38,1,883,993,"1,104","5,763","1,594","15,341","2,426","43,220","3,478","42,159","5,530","31,996","8,641","25,858","10,283","23,571","11,998","21,350","14,342","20,841","17,891","18,858","20,678","17,645","29,357","17,410","49,563","17,291","29,630","9,661","18,094","5,000","19,960","3,747","16,845","2,641","6,832","1,967",10,415,2,2,0,1,0,0,2022-07-03 09:48:05
2022-06,3호선,0320,을지로3가,32,0,657,990,986,"9,200","2,037","31,715","3,609","72,449","4,779","29,787","6,014","14,830","8,378","12,871","9,715","12,455","11,386","12,540","13,271","11,013","14,637","10,980","17,910","11,693","38,015","15,453","63,122","18,242","24,656","9,806","17,733","4,832","18,476","3,668","16,197","2,518","8,354","1,966",18,169,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0321,충무로,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,4,0,0,0,5,0,8,0,1,0,2,0,1,0,5,0,5,0,1,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0322,동대입구,20,2,"1,814","1,074","2,818","9,493","6,135","15,593","7,769","47,220","6,714","33,749","6,681","21,050","9,321","17,897","9,938","16,087","11,929","16,375","15,757","14,650","15,528","11,180","19,030","12,888","27,170","14,993","43,030","14,935","18,072","8,292","13,267","5,314","17,139","5,056","12,927","4,012","3,775","2,594",4,357,2,1,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0323,약수,95,2,"6,485","1,084","10,535","6,556","26,538","16,313","37,402","32,370","25,654","19,907","18,426","14,572","17,816","14,662","19,472","14,819","19,338","15,395","18,111","16,504","19,111","18,531","23,165","23,007","25,459","27,724","32,166","40,282","17,446","25,792","14,157","17,479","14,515","16,504","11,230","16,042","4,430","9,517",64,"2,986",0,2,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0324,금호,11,0,"4,678",583,"10,058","2,979","26,063","4,489","34,908","8,342","21,648","6,235","14,600","6,551","12,319","6,756","12,265","7,948","11,272","9,387","9,795","10,179","9,880","12,773","11,041","14,159","11,261","19,703","11,080","28,864","7,334","19,759","5,461","13,852","4,363","12,494","3,561","12,661","1,233","6,570",0,21,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0325,옥수,218,21,"3,045",832,"9,807","4,668","22,910","8,876","29,607","13,961","20,212","10,484","15,098","8,476","13,753","10,137","13,231","11,236","13,883","12,639","13,502","13,409","14,005","15,813","15,488","18,881","16,664","23,849","17,127","32,385","10,894","23,381","9,279","15,234","8,481","14,292","5,958","14,425","2,451","8,174",8,172,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0326,압구정,82,5,"3,351","1,984","8,238","23,838","14,931","48,069","24,609","145,400","19,354","146,449","24,222","76,128","30,964","61,478","36,111","51,112","40,597","54,622","49,121","49,471","57,878","43,908","69,846","48,014","89,347","54,377","137,972","59,738","90,104","33,973","73,070","16,636","56,293","12,533","44,998","10,926","11,212","6,551",18,"2,173",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0327,신사,93,7,"4,316","1,756","6,514","18,024","10,696","43,631","16,193","100,038","14,268","132,600","17,548","67,376","23,162","49,135","27,978","47,244","32,391","48,649","39,301","44,962","47,740","41,848","57,517","44,493","83,539","51,442","122,679","64,935","84,700","34,917","58,443","16,502","64,242","12,705","56,759","10,423","21,443","7,458",30,275,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0328,잠원,4,0,"1,106",833,"4,483","5,888","11,129","6,569","15,233","10,575","10,367","6,674","7,565","4,651","7,375","4,935","7,586","5,283","7,032","6,939","6,454","6,432","7,530","6,856","9,606","7,499","11,065","9,952","9,160","12,890","5,667","9,777","4,138","6,153","4,676","6,405","3,064","7,135","1,023","4,044",1,63,0,0,1,1,0,0,2022-07-03 09:48:05
2022-06,3호선,0329,고속터미널,87,1,"5,134","4,041","6,895","34,622","24,270","48,203","40,544","72,548","49,250","91,672","51,819","92,347","64,760","99,824","75,299","94,326","84,018","94,493","94,655","98,352","105,914","100,774","117,529","99,168","133,892","103,154","130,635","111,137","110,004","70,425","121,281","44,440","80,293","33,624","50,989","25,040","18,510","13,322",834,968,0,4,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0330,교대(법원.검찰청),59,0,"1,281",727,"3,728","6,421","8,716","19,681","12,771","45,699","10,421","34,555","11,134","15,835","14,070","11,557","16,043","10,794","19,848","10,920","23,154","10,075","24,063","9,555","26,528","10,423","42,008","14,440","63,425","18,966","26,595","10,105","23,237","5,206","25,354","4,318","24,108","4,231","7,336","2,795",18,101,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0331,남부터미널(예술의전당),64,1,"3,008","1,469","9,064","27,172","28,516","60,278","40,805","150,640","34,534","80,150","32,876","47,388","37,039","35,064","38,296","36,727","40,161","41,099","40,888","41,333","44,460","41,844","57,881","45,765","93,113","49,627","132,004","59,638","57,069","38,962","41,680","23,389","39,650","18,472","30,157","13,789","8,115","9,938",7,480,0,2,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0332,양재(서초구청),77,2,"5,669","2,570","14,297","43,516","34,009","106,035","43,152","225,244","31,745","114,938","29,612","55,629","32,967","46,588","36,152","42,134","41,536","46,311","45,978","38,726","53,434","40,762","69,052","44,477","117,508","61,689","186,062","74,809","81,372","47,837","60,602","30,051","58,501","27,197","39,169","23,689","11,877","13,868",32,"1,499",0,0,1,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0333,매봉,7,3,"1,531",587,"7,250","9,584","16,416","22,406","20,436","70,823","13,915","33,067","11,950","16,241","12,142","14,553","12,971","12,493","14,242","12,513","15,901","11,452","18,254","12,645","21,547","13,594","36,435","18,294","61,614","23,505","19,752","15,679","14,571","9,685","16,426","8,195","10,847","8,194","3,101","4,757",15,601,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0334,도곡,34,3,"1,119",354,"3,522","4,971","9,017","13,629","11,083","19,039","7,139","14,127","6,167","7,679","6,482","7,114","6,716","6,413","6,840","6,797","6,944","6,593","9,409","6,550","12,735","7,227","16,146","8,390","16,474","10,844","8,543","8,328","6,203","4,993","5,284","4,809","4,510","4,609","1,028","2,972",13,"1,954",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0335,대치,12,0,"2,821",820,"11,490","8,573","23,501","19,227","24,470","26,450","14,993","17,187","12,629","13,523","12,600","12,240","14,526","15,230","14,687","18,129","14,511","16,973","16,942","18,410","19,720","26,587","27,110","26,964","26,869","27,663","16,908","21,201","13,275","11,845","15,609","11,090","28,056","10,635","2,917","6,672",0,83,1,1,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0336,학여울,2,0,568,188,"1,745","1,857","4,097","3,445","4,359","7,668","3,110","5,524","2,680","5,201","3,020","3,743","3,693","3,886","4,127","4,254","4,108","4,241","5,107","3,845","5,944","3,771","6,706","3,906","6,866","4,369","2,819","3,636","2,187","2,196","1,823","2,014","1,128","1,821",237,"1,229",0,13,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0337,대청,60,1,"3,955","1,143","11,193","6,203","26,721","17,217","33,349","25,830","18,477","11,986","15,280","8,782","13,597","7,887","13,258","9,781","13,531","10,770","12,826","11,016","15,121","13,977","22,824","15,346","22,935","18,874","25,305","26,244","10,656","21,573","8,049","14,578","6,481","13,546","4,901","14,842","1,536","8,479",4,260,0,0,1,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0338,일원,11,1,"2,329","1,483","8,774","10,799","22,537","31,315","23,340","24,934","15,786","18,128","16,237","16,099","17,047","11,438","16,828","13,651","14,665","15,465","15,622","14,542","20,662","13,346","29,256","12,400","34,350","14,130","17,863","19,356","9,846","15,913","6,386","10,321","4,533","10,311","3,616","11,001","1,197","5,333",1,180,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0339,수서,219,15,"4,835","2,619","11,907","16,677","33,030","35,726","42,818","53,034","29,024","31,503","29,352","22,743","23,832","18,845","29,419","23,599","26,610","22,015","21,848","22,889","31,850","26,160","37,365","30,118","42,671","35,801","49,552","48,783","22,574","34,957","22,502","24,767","15,509","21,430","15,825","20,798","5,105","9,063",15,"1,078",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0340,가락시장,42,12,"2,734",478,"7,244","5,907","19,433","12,123","21,635","29,141","15,327","14,615","13,407","10,404","13,462","10,449","13,161","11,231","12,741","11,623","12,926","11,960","13,480","13,339","15,567","15,518","20,014","17,891","27,641","22,841","11,746","16,337","9,255","11,046","7,990","9,609","5,557","8,948","1,605","5,082",59,"1,601",5,42,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0341,경찰병원,24,0,"2,778",269,"6,931","3,199","22,061","8,812","25,024","26,257","14,369","13,363","11,070","8,218","10,035","6,506","8,987","7,447","9,261","9,081","8,833","8,291","9,854","8,736","9,624","9,700","14,950","14,538","18,617","20,604","6,549","15,461","5,579","10,233","4,920","8,167","3,460","8,410",766,"4,219",5,"1,288",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,3호선,0342,오금,24,2,"4,101",6,"7,700","2,424","25,594","5,709","28,287","13,029","14,596","5,571","8,744","5,085","7,890","4,239","7,863","5,342","7,712","5,933","6,367","5,881","6,498","7,653","7,904","9,578","10,427","12,263","11,416","19,637","4,482","14,889","3,440","9,198","3,032","8,915","2,326","9,756",486,"5,466",2,"1,761",3,2,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0409,당고개,43,1,"8,463",43,"14,931","5,007","38,869","5,546","34,603","10,244","21,170","9,626","14,760","9,729","13,856","9,419","13,871","9,793","13,154","10,253","12,572","10,732","12,127","12,661","12,521","15,276","12,914","18,465","11,456","24,289","7,661","24,283","5,410","15,653","4,252","13,573","3,094","13,607",927,"10,691",6,"1,301",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0410,상계,42,2,"14,166",267,"36,425","7,725","85,756","19,730","70,855","20,853","41,401","17,429","30,611","14,952","27,310","16,010","28,485","19,433","25,875","19,854","22,329","21,808","23,568","25,723","27,440","33,051","25,957","41,743","23,488","60,144","15,577","58,190","11,491","35,655","10,610","31,162","11,680","29,784","2,746","21,289",7,916,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0411,노원,272,2,"12,147",543,"24,116","7,779","51,224","13,661","53,683","29,935","32,601","30,583","25,742","23,364","25,144","23,015","28,983","27,417","27,149","29,577","26,356","28,958","27,105","32,785","31,183","40,312","32,119","53,105","31,944","77,704","23,685","63,029","25,316","36,651","23,258","32,026","21,481","27,497","8,195","20,072",73,"3,414",0,0,0,1,0,0,2022-07-03 09:48:05
2022-06,4호선,0412,창동,"1,913",22,"16,816","3,025","39,280","13,495","87,577","19,975","78,221","38,357","48,983","30,913","39,440","28,226","37,537","28,485","39,867","32,867","36,952","38,557","34,204","42,520","36,877","45,928","43,434","51,994","45,151","62,744","45,486","90,171","26,013","77,123","20,511","46,321","18,436","40,233","14,690","37,120","6,458","24,697",364,"4,977",0,2,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0413,쌍문,318,18,"23,708","1,164","52,197","8,730","121,179","15,208","122,427","27,486","73,717","20,186","51,149","19,666","43,733","21,293","42,417","24,752","38,929","27,196","33,793","29,775","32,372","38,597","35,768","50,856","35,170","65,201","32,700","97,111","20,947","93,603","16,079","59,115","12,846","50,833","9,844","48,462","3,797","33,088",13,"1,122",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0414,수유(강북구청),64,6,"21,534","3,126","47,543","11,878","113,622","21,257","116,562","55,348","74,069","40,184","53,478","30,972","49,296","32,139","50,967","34,306","48,313","38,680","45,910","42,162","45,520","49,280","49,930","65,090","54,259","79,326","59,928","118,637","34,608","105,378","27,679","65,670","24,701","57,727","19,985","53,516","9,168","36,599",6,447,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0415,미아(서울사이버대학),48,7,"11,003","1,621","21,226","5,658","47,129","17,866","49,049","31,417","32,248","19,262","23,802","15,365","21,621","16,891","22,904","15,913","21,871","17,549","20,611","18,620","21,337","23,547","25,372","26,526","25,032","32,043","26,877","43,875","15,915","37,022","11,686","23,180","9,224","21,304","8,436","18,719","2,430","13,007",0,75,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0416,미아사거리,61,3,"15,626","2,262","38,116","7,960","94,577","19,325","94,615","33,723","59,275","32,806","42,118","27,901","39,570","28,372","39,729","32,328","38,738","32,752","37,390","36,171","40,022","45,704","46,075","54,561","42,070","66,056","41,837","95,566","30,003","76,051","29,609","45,850","17,559","42,855","14,024","37,768","5,696","22,706",8,75,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0417,길음,10,1,"10,442","2,247","32,550","7,519","87,394","13,563","81,870","30,907","47,358","22,693","33,074","20,168","29,074","20,941","30,433","23,180","28,376","26,470","25,962","27,423","27,519","29,402","32,168","38,528","32,938","49,959","30,854","72,544","17,746","61,326","14,413","36,926","11,532","34,385","11,537","34,446","3,463","21,165",5,89,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0418,성신여대입구(돈암),27,0,"5,862","1,821","18,438","7,045","46,092","16,910","49,058","34,652","33,853","26,675","27,045","22,711","27,219","25,021","30,975","26,418","31,047","28,543","30,717","30,168","32,896","30,087","37,961","36,476","41,683","46,546","45,015","64,465","28,852","49,846","26,141","31,605","27,962","28,267","25,569","26,767","10,319","18,157",8,38,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0419,한성대입구(삼선교),80,11,"6,909",994,"13,086","6,680","30,415","17,669","35,314","28,055","24,384","24,454","18,789","18,337","18,847","18,056","21,242","18,415","21,611","19,454","21,520","18,717","23,007","20,348","31,071","23,327","30,255","28,437","29,818","34,565","17,792","30,048","15,422","18,498","14,283","17,594","10,779","16,761","4,426","12,067",7,"7,345",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0420,혜화,27,2,"3,944","2,513","7,775","23,291","17,772","49,218","19,689","108,028","23,254","78,925","28,949","58,989","34,414","55,680","37,580","67,532","40,957","80,649","50,153","71,794","67,114","57,183","81,192","56,254","99,986","62,377","109,346","69,424","63,638","50,400","64,987","19,860","82,117","18,235","81,941","15,830","25,508","11,350",7,429,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0421,동대문,178,18,"4,740","2,583","3,245","15,547","5,380","37,033","7,366","72,136","12,312","65,792","17,978","58,350","24,909","52,256","31,544","43,423","37,129","40,931","44,665","37,976","51,812","31,548","62,152","23,850","84,191","17,895","61,170","14,675","31,003","14,632","21,725","10,198","23,284","6,735","13,763","4,636","4,956","5,013",10,169,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,4호선,0422,동대문역사문화공원(DDP),298,1,"5,682","1,487","3,891","13,025","6,810","25,370","8,215","62,421","8,820","36,429","9,698","26,348","13,914","24,659","17,332","23,423","20,135","23,319","24,800","22,299","30,273","18,788","35,158","16,850","52,880","17,030","69,783","19,773","37,155","21,086","27,818","11,623","26,517","9,027","21,285","6,829","9,050","5,852",566,"1,127",0,0,0,0,0,0,2022-07-03 09:48:05
